id,target
000bf832cae9ff1,0.1393622649032082
000c74cc71a1140,0.14907011170385195
000f5f9851161d3,0.1559316517784068
000f7499e95aba6,0.15246196744708038
00133ce6ec257f9,0.15041848913969524
0014926d972f4f5,0.13495217557364883
0014e523a391acf,0.3322942208778468
0015d7e2d516140,0.12213842462013808
001891be58f53d4,0.15459143379131568
001bb1d7a769e7c,0.15478604805587226
001bbef94e70824,0.14579887172797368
0021c680a8d59e9,0.26990935808175925
0022e30fd1ebe55,0.13752856431146984
00253c0f136e834,0.14489107599520845
00254afb7e880dc,0.14870556122778306
0025ed1285820e7,0.13922140029406824
0026e4e93a2b4fe,0.14811184721289564
0029a34b563d964,0.14548931194235892
002a40e35cb4963,0.12277821384388848
002a62a9b6d192c,0.1504647854525017
002b9aecde40ab0,0.1550372720623399
002b9bc62409279,0.15491655644159594
002c8276e93da37,0.29082803070206564
002ff8e930177de,0.15579354740236745
00314d4632fe872,0.3385485239350368
00317106f0d7fbd,0.15442144052072118
0032149f874e62d,0.1564126027821295
003240ddd6178fd,0.15471534472066192
00325ca34e63626,0.15282708138158582
0033557bf4fe56a,0.19673057164998103
003413d1a8d077e,0.15212166708093938
0036dda5186a1bc,0.15498966339064324
003d8b8446088f3,0.1554863056419664
003f09c38b26c42,0.14468022842177075
0040bb451274bb2,0.48833637470128677
0040c0c4d81e49a,0.0776585235035275
004322758602488,0.143709068578241
00446eff14fbbd8,0.1384492197348821
004592bc2778a95,0.14562825080747516
004740044e941a0,0.4188181708926644
0047fc1584f170d,0.14023431312098558
0048eba7107927e,0.17349627742981644
004b722eb2ba835,0.1362537859592577
004d1e194398974,0.05894701030023419
004d5f4e9521db6,0.15427668162922223
004e25537986ac4,0.1456815297254638
004f442182fff78,0.16465363175708808
005271243f7c898,0.14265093642869345
00535a55fe98987,0.15469807008353093
0053fdcb72c344b,0.15458956510637417
00552c1f1d86a9a,0.1537233297825942
0055d69940545dc,0.13285971917659464
0056c8073708b20,0.1500270495711475
005b1167b329950,0.3947682812841574
005b37fbd01f73b,0.22223042882396596
005c4df6fa41056,0.14630892999599518
005d0ff164f2915,0.14474136009594485
005e415ae551799,0.14880963699368535
005e897502b26f5,0.14401602504323116
005ecf53820e43a,0.5343718419135334
005ef092e54e078,0.14273559784188286
005fab671f50a1c,0.13313770389260624
006316a2f05abe0,0.18525581547948708
00651188447ed04,0.13420420946246422
006898e53c9aa8d,0.14490853607435655
0068b35697d2a92,0.1298910706459195
006ae0147f32e31,0.15540107363795513
006c5e411276ce2,0.149441330960151
006e25bf40d5ccd,0.20598268399503444
006eb89d02f12a4,0.13990692237218855
006f093cbe14961,0.17739207898688747
006fa6aa2e919fc,0.1566957014183818
00725210b735603,0.14928914725558295
00755724c13fc0e,0.1587699844977606
00763a406348dcf,0.2984644901717514
0076d2eafa09de4,0.5120968606449602
0078517a59a3cdb,0.14871319288002507
007a3e1eb788310,0.1544379733897838
007bf72d860e3c1,0.1434152927612352
007e50ffe9e9499,0.15363867550179006
007faa1ee0970ae,0.17047415740675032
00829a9f070cedc,0.14942107498597595
00837447af491ea,0.5123565365279762
00839672bb1f293,0.14906560403635946
00844b07371b7a8,0.4159705232781441
0085add05816486,0.1510582498339046
00875bd9e4b440f,0.16854960449140566
00914df5426ec41,0.1754558360920805
00918b7ed237ee6,0.15587673954419065
00968af3e3d4d88,0.14434817309300524
0096f098e4a7859,0.1473745511500793
009929e746d74da,0.13342956823035892
0099662c394e3b3,0.18078083927490746
009cc1b9e8b4439,0.15636352483906665
009d9146cd229c1,0.27866193955945395
009dc4627b81687,0.17193326512395551
009e8be12bc19b0,0.48153604475714407
009f1005ca5f9df,0.12801400515172187
009f332e4dbdc56,0.13918264291249527
00a8d2538f120ae,0.3261852615677482
00a9da79c5d25c8,0.15142650915031539
00aaba868e96c0b,0.6815436764093861
00ac200fca385d0,0.1708003499148215
00ac8dfbe96930c,0.15318471344394
00afa7d72e5fc0c,0.20417792305654092
00b7d2259828c00,0.14296788536545094
00b8c818c79735c,0.1563328912443195
00bab9c25ece211,0.14997280064876176
00bb353964cf89d,0.14947593729349515
00bc20b0c93d9a7,0.14185273692803174
00bc77d80230235,0.2398174634269114
00c02deddad45c2,0.3000877283388568
00c0a3fb05774a1,0.14349172340181968
00c5f6b8c06ce6b,0.1556556569978863
00c8490baee2ee1,0.14812140460916134
00cc0d20ae4e03b,0.14222175227728145
00cef221d85646d,0.14602095280821623
00d45e3b9067261,0.15525584400902817
00d6f16f8d2e041,0.23777041533283633
00d740221344219,0.1511826386330641
00d740bb89c8e9a,0.14932919559889035
00d7e7401d96873,0.14610725467001842
00d9de95f03c93a,0.144159892386571
00d9dfc6a3734ff,0.1542882503581349
00dbbde4ea3586a,0.14493506854757177
00dc1db87ad101f,0.13771619597084422
00dc22cf14a908e,0.15784909370563432
00e42bcc5780854,0.16448959402819646
00e46ee58140648,0.1549967030549076
00e5457e0e3fbcb,0.5126143579908213
00e6cd4757a7d51,0.3155260615574776
00e8043beae0254,0.4116030214210493
00e83a0cd0dd43b,0.1467602388065237
00e8e6d83b9a09d,0.16432340231895243
00ee020b7502c01,0.15221256219885732
00ee8f8c73c6f3f,0.13049207395855586
00f75589c203627,0.13144755681925574
00f8584aa55a0ba,0.1555902672897043
00fadba0fa46fdc,0.15742194228402515
00fce3d8512a0f0,0.19483771148859658
00fd31bc2ae5880,0.15237394668042742
00ff7f8d03e1117,0.1352519140647428
00ff9e7332c2ede,0.15045547768972056
01005ad268ba417,0.14249558594506423
0100a97fe54d3cb,0.15523605877228114
0101875cc9bd555,0.39343103036933985
01049b1e53493e1,0.13145948216743203
0104a0c1ef69201,0.14884675392664556
0104e7f7a71a540,0.13332552099399775
010514bc3cb20c4,0.14451450031756946
0105eb2a545fc83,0.33701742905327214
010635daf9d022e,0.414009317034882
01069a0cfdcb37b,0.1523402247628571
0106d34d1ecbefb,0.12335139372157522
010ae30a4747e3a,0.1698259662331484
010c74f84d27155,0.15489423207569172
01112200e8c8388,0.1531107363438894
0117fc325ceb62c,0.29573675221843926
01194fc08920bd6,0.1376895921737763
011cac8258ba975,0.2599414056718867
011e8597ae68ba7,0.14188321361030287
011ea7d1bc83acb,0.14130769431024665
011fe26d48fcb77,0.14043883426868622
01201fc38c67f8b,0.1507026433689679
0121106d490a45d,0.13605667535985558
012186303c6ac57,0.14360904400717375
0121c2c599d0079,0.15160716533689286
012293c3625b269,0.13840471365077917
0123711b6e74bdf,0.1405322471186055
0125c559545f119,0.1493941787611118
012913056a1e636,0.5891310722007795
0129788c483fed5,0.1438954378054221
012bec78bdba901,0.15655974389030963
012db914bdc2b61,0.25701383611419093
012fb1f92fb6399,0.15454958095453425
01303d1db60bdd2,0.15418116472564744
01343438a7b0eec,0.12852630298871906
01375bc99a16b27,0.12759489192831525
013a6ba7d0f7720,0.15388968553669952
013a82dfdce6ed2,0.14597473495164778
013a9dd2e7705c0,0.13970307880108884
013b22612f4ab57,0.16185987644568992
013c44638a4f00a,0.41049423507129357
013c7d0572053b8,0.15517245216041733
013e894bba5540b,0.13837268210851852
01413b9bb03409f,0.6753956458927625
0142256221c634d,0.1572211014471253
0143f7f72c7b69f,0.1525973329871749
0146120f9c854b7,0.1515091164365462
0147d7ce913fbc0,0.13925357448403433
0148f51fb2b8fb7,0.16196030043033247
014a8e41237b42e,0.16432023553989125
014b4e029b2c994,0.14121483065399337
014d8af92036749,0.4584355041580023
014da31a62bbc44,0.145328062976109
014f66dc5692f54,0.1970239979801085
01515c48b1aed5f,0.4739559311311143
01552658815b8c5,0.1609567381605079
01579e2d41d137c,0.1453206167658841
015cc564c196c57,0.13749243878006256
015d4386b7af107,0.15133752551165058
015df046433ede9,0.15486988924475528
015ecceb96bda26,0.14963415499600408
015f6fbf057f8ef,0.15818691913408564
016031954d26309,0.13914094698818985
0163eda054cf17e,0.15694049914571856
01665dd69f6e874,0.2553711657634095
0166d7ef763447b,0.3690588567998913
016b3078f0faa66,0.1550790036485717
016c1184db6bcb3,0.15073154379409373
016e14737fcb24e,0.1549759834756898
016e8381d2a2670,0.4552747163004603
0170a6b6f44e167,0.15166498758430033
0170ca22392ffd5,0.1549088463331159
01745682b307973,0.15328265535850757
0178f3858ecb341,0.14634390008098824
017cdeb3e599c09,0.15736882741089778
017e2298a1db23d,0.1538937723934609
017e7058e4140f7,0.1280930819072426
017fe1821051b5e,0.15466185896350038
0181c22e89812f2,0.14498643598630725
0181edeedd89151,0.14836292143927254
018288bb774ccc8,0.1551790139548684
018342a42489f2a,0.1460580768735617
0187e123ff60df7,0.43957075878950586
018a9354697b16a,0.1348179726123538
018ddcdd2a258f5,0.15800429440917282
018ded3ec08c637,0.14975949953479017
018ea36687a9d27,0.12828568483915223
019175295f75c0d,0.15667106615964918
0193659b805cc03,0.14358671964126954
01938b548efbae6,0.16318049463805107
0196643df7adaa1,0.1528157408890019
019a6a7f00d8cc1,0.1545946362323032
019e3a0ea7332ef,0.15730452182527724
01a05d794a81e48,0.14875344806250537
01a0c72090ccd41,0.13175494835974752
01a45a5a951fa10,0.16871892018539922
01a54adfdcd7382,0.14994031976622893
01a5ca3088d67f6,0.13898050398147577
01a603ffb3f53e0,0.12609510821789865
01a68a0d3eb9dc2,0.16140530813509166
01a96d836474db1,0.16579999151246153
01aa887409922d2,0.15372908561750945
01af514515d80b5,0.1257275478752446
01b152193ba798b,0.48126470029182156
01b18a05c06aa8a,0.1357026308872937
01b1cbda421f414,0.4497802690407049
01b2b4f99d6eae2,0.1566936758209643
01b2b50c0274725,0.12655566773212615
01b4c4c9efc93e8,0.14751184243419752
01b50a0ad25fc54,0.14554369638006484
01b5b67775e0fd9,0.05797565074991682
01b61c677c6734e,0.14530357036508185
01b9a6b828fa4ab,0.1281911522047451
01b9b751da7066d,0.14847630496795597
01bb4ee7366c8a2,0.2327994175337567
01bd3df298c9ef9,0.32702773891618414
01bd6e743a70bf5,0.18953047151129182
01be0ef239286db,0.3872783067432067
01be3708582d4b7,0.13035156596867956
01c02813a10df1f,0.15726034383089685
01c0cb4da96a165,0.13736293606066236
01c107ac2836a7c,0.1544350491118219
01c1a244ed83bd5,0.15165933873516418
01c2c5626aa157b,0.2785482778677449
01c33022dec7694,0.15675526396779585
01c84b428b045e3,0.14059163849077302
01cccc43bf6c275,0.21985890537143501
01ccfa8a5881551,0.15547109939656453
01cdbfacd5831fe,0.16729944713315556
01d22c4bd65d74d,0.15671290473166005
01d4370ee7c2f22,0.1583949922096522
01d5572e733d1f9,0.16033666998203708
01d947a18192e9b,0.15336064085908155
01d9723d88e4172,0.13991871933742994
01dba6222c14320,0.12925952645954458
01dc3cf72668425,0.11410355724149293
01dcd3a98384f43,0.15226891517489857
01dd54bdb9977dc,0.14022651029149702
01deb435768251c,0.1540331677312346
01df8dcf90c0d12,0.13300536248386743
01dffb0703260e3,0.16358008652296574
01e25e47f657aac,0.15755515384376725
01e382cb289c6b0,0.17626635322210854
01e3a88280043e2,0.12982439710838836
01e4255586a2d2e,0.16176206291405726
01e4e6180cfdc98,0.14556041469114453
01ebbc917864662,0.14312110326588356
01ee5568435941f,0.23379147526613603
01f0b0f601dc025,0.15600177025802472
01f1834cb2c9773,0.1396295011146135
01f1ebbdbb40d1f,0.1539117745338897
01f40e200919c1b,0.12701880203743718
01f4673a975afaa,0.1382168894170024
01f69f412a38a97,0.13149512982902603
